,BD8001,BD8002,BD8003,BD8004,BD8005,BD8006,BD8007,BD8008,BD8009,BD8010,BD8011,BD8012,BD8013,BD8015,BD8017,BD8018,BD8019,BD8020,BD8021,BD8024,BD8025,BD8026,BD8027,BD8028,BD8029,BD8030,BD8031,BD8032,BD8033,BD8034,BD8038,BD8041,BD8042,BD8043,BD8044,BD8045
LV1,0.9862996012935416,-0.3089495043740173,2.1603596940084207,3.0806464871344508,0.025227763702633906,0.833987406450989,-2.0223677991721467,-1.096954057509708,0.12541977540148186,1.998528550634495,-0.9549773418249698,-0.3165288089683274,-0.5220677185493774,-0.9230104146215039,-1.7984502342000572,-2.2349849493841525,-0.2254390792293257,1.1932606292075685,-1.5480995262982613,-2.6194204952369002,-1.2136193513347682,0.6811684332659359,1.3366982539170105,0.5364403263708549,1.1487125881165023,0.88037455768769,1.7193088462275437,-0.2998969238317821,1.2273888721652138,1.3245804896307525,1.3909039963073861,-0.1905992401177673,0.18025517046126321,-0.7183770505036211,-0.4836616202808464,-3.3521573265462083
LV2,-0.5666403001609513,-1.0991010848485152,0.4049217837000154,1.4013225341211881,1.073257047336284,-0.1786244703488677,-2.3598478004560763,0.7222542990206968,-2.518698431737779,-0.5203835468463613,2.935650019707462,0.26118987431242796,-2.846205298507372,1.2523129740777301,1.5680288514575211,-1.331439037409676,1.7032169514685698,0.09878563511370944,1.5709873180697493,0.2710472968171533,1.4600570391949215,-0.06410128849293036,0.0060730133244119204,-0.49310505296562207,0.39078214671618156,0.08782969909894132,2.1002757193091894,0.1445534482957009,-1.2133068260384898,-3.6768199067487988,0.49094647617579185,-2.1532424421987657,0.576816215245898,0.15742395464813694,-0.1354418315422605,0.4792250210907997
LV3,-0.1576570235238028,-1.1532937940724388,1.0948217514701124,-3.7690199935588775,-0.968196645493718,-0.96279940009007,-0.6957406287905625,-1.4895015972650472,-0.1455923360529433,-0.4139873786983953,1.554044783689255,2.6316964079816687,-0.5491896643164041,0.7366080898761481,0.7594828403826734,2.478071846967967,-0.6405855640442979,1.690838305538727,0.8277226095331275,1.7039120415091127,0.9165146156815385,-0.9069455705674541,-0.8894089964648787,-1.7123392504430803,1.567819853048912,-2.390671547514519,-0.798146101718428,-1.2453892493194858,-1.145044637852909,-1.3982089677325649,2.2727106469818197,0.7737393695784006,1.0308179312477246,1.31687581939432,-0.19298393513955656,0.26902536977791147
LV4,-1.2446841626482716,-1.1189284842161662,0.19577949460422586,-0.3796345638162828,0.4786486236121106,0.7759155399578862,-0.9272089497221666,0.5210206338007355,-0.39016199665137474,-1.4615891720007153,-0.3898133296430806,0.4214938237249343,1.4282078238413956,0.15041899546651225,-1.1714131832033239,0.6559890480000286,1.0667130649560455,1.389246793937517,-1.064118536633336,-1.072025750396773,-0.09256398537657325,0.7110211232456021,0.9899737273567618,0.7136237286983886,-0.013859080546005867,-0.23094950609130313,-0.06628670209492377,-4.199450150806461,1.22111033529553,2.1430229872947364,0.19560794389439545,0.633926815182955,0.026750939285406252,0.5654558518642175,-0.22213747629614536,-0.23910226387645608
LV5,0.6454721354308975,0.28999497270325125,-0.9901654950963499,0.09788907811019652,0.7031193347926983,-0.367105133323276,1.0456402964312552,0.6182653250201708,-1.170464235760854,1.0064017062118544,-1.9388339129436467,-1.277018953985242,0.6655574116419386,0.542859985389818,-0.924300979811044,-0.19959237099630844,0.7845007606313384,0.4677800755532985,-1.8148004260818715,1.0184033498588372,0.02110111686704628,1.0011453857296146,0.04781739978246504,-1.370680758127024,-0.09273374815806414,0.21802124251250776,0.8005319701827299,-1.0829003819510452,-0.5267592946358685,-0.2169036119262493,-0.042812116500044094,0.47086507047544035,-1.7696992021926468,1.2496272815673701,0.8922745579663827,1.197502164630415
LV6,-1.9930704002785444,0.013304717982936972,-0.4245029052048185,-0.8733806284371134,0.7249019669291837,0.3281200771121704,0.9540121683261633,-0.13479330714311785,0.9024809211209416,-0.24126453253172125,0.4747411829978739,-1.4750716034638178,-0.35398503070824766,-0.30671975148760217,0.07137222522686895,1.5360241238900039,0.729541185268889,0.06828959039994864,-0.8056681924335517,-0.08816965912367918,-0.24804143827855069,0.5238019383343765,0.15231738699953895,1.0799032758956406,-0.08331472273692292,-0.4838768958421756,0.13605443544911622,-0.22639332519242403,1.0338035414931275,1.9064613779001296,0.3925768397317709,-0.04084519505024678,0.39639707939010715,-0.9101285568118085,-0.5247839728043495,-2.210093916920104
LV7,2.9186990189548974,2.600607726819053,1.0346961377565451,2.491937474666153,0.7854720836053068,2.154178592218845,-1.4502016773526445,0.17051677427457154,2.1065089876402032,-1.8331303254989701,-2.6734801350562614,-0.9817726840247457,0.41354375865181736,-0.7915968656534449,-3.8187815232384876,-3.7143660318182667,-0.1073808018038947,0.6945494898593324,-2.1076449819924434,-2.534747426101606,-1.7958291966414737,0.6638748338496284,0.8105198065946826,0.6266887562203862,0.4579971724186545,1.1234161798595248,0.7006220529287281,2.2533310945711906,0.48519561264071215,1.4023923784712866,-0.0027447048308148238,0.8194766265485558,0.25647264448295815,-0.7636666103436461,0.44480509071952584,-2.840159329395843
LV8,0.07416963563385259,0.052181078445072915,4.408298744995875,-0.26012403668619927,-0.9507833950414486,-0.6912620865810775,1.4217288514159703,1.1850229209207348,0.7017787081027819,0.05421217418476474,-1.0957681069558798,-0.8506048875846042,0.5664308173403324,-0.6945141040403581,-0.6850627477436434,-1.0999071483805394,-0.8333305834586946,-1.3024658345669393,-0.6733275689984097,-0.43520360362959076,0.3870816454482411,-0.40089863165682627,0.005602253546022932,-0.032232772632296486,-0.3267636200788446,0.14550477479409704,-0.9073777017771815,1.2601068175878074,0.507019455742815,0.5894747012943068,-0.5669737979488512,0.6224617882003411,-0.9184741702907266,-0.02729779346224825,0.7014325240573662,0.06986569980398177
LV9,0.7920959698671759,0.541817631234604,-0.0697368967284274,0.504711355822449,-0.022598140694738013,0.5406313749447001,0.4850008189208172,0.4123689682777413,-0.14894853072800007,-0.8717326188760225,-1.1031181848554918,0.09548329110423269,-0.3776674072426192,-1.4809775958413003,0.6078584471677796,-0.3080525260983418,0.21252469233105692,0.1903393513943797,0.8489214167121079,-0.5287057952974263,-0.3233242391748121,0.6437575052714406,0.32521138873825256,-0.06466377923101783,0.9640006931199502,-0.06790890308917708,0.2102190339604063,0.8043905749872258,-0.6619389673593344,-0.33167925165969314,0.3677577992957234,-0.4857191553799854,-0.06404552580456066,-0.0778665852800028,-0.2640174742618634,-1.2943887355472377
LV10,-0.5723618693537276,-0.06934624840540043,-0.40382260061843167,1.2474123796848358,0.338802418000995,-0.7844778193414911,-1.0294393295446662,0.5232013799260224,-0.4950431682095338,-0.5667654192803675,3.1733216150317634,0.48959481997008186,-0.46122160750279195,-0.3526526623443857,0.017748126272392126,-1.502009341148701,1.0547554092234968,-0.607696082360084,0.90227756084152,-0.32216134741125285,1.0899524907166684,0.17119047898747247,-0.43210146798354265,0.3048531178904049,0.18052041665954385,0.49396686584730964,1.9647632770622827,0.39842239768276394,-0.12106988385882786,-1.5404322736341605,0.13876676656586331,-0.6416461012364668,-0.3416946037997455,-1.3263422118750563,-0.9308125447380127,0.011547062283235623
